id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise
rus_train_track_b_00511,завтра будет трудный день... весь день сидеть с этим терминатором(((,0,0,0,0,2,0
rus_train_track_b_00512,Есть дополнительные возможности генерирования паролей непосредственно в буфер обмена и в файл.,0,0,0,0,0,0
rus_train_track_b_00513,3что поместится в 3-х литровую банку на буквуу Д,0,0,0,0,0,0
rus_train_track_b_00514,"О ДА, ГРАМОТНЫЙ Т9, КАК Я ТЕБЯ ОБОЖАЮ, Я  И ТАК ДАУН КАКОЙ-ТО, НО С ТОБОЙ...... О БОЖЕ.",2,0,0,0,0,0
rus_train_track_b_00515,"Все меньше и меньше настроения, спасибо сессия за это.#сессия #учеба #пиздец",0,0,0,0,2,0
rus_train_track_b_00516,"ой да, эта запись в троллейбусах о терактах очень пугает #Ижевск",0,0,2,0,0,0
rus_train_track_b_00517,"сервер фикбука, хватит перезагружаться!",1,0,0,0,0,0
rus_train_track_b_00518,что за херь?!,2,0,0,0,0,2
rus_train_track_b_00519,"Буду все подключать, как вернусь домой.",0,0,0,0,0,0
rus_train_track_b_00520,"Есть не доработка. когда пролистываешь вниз фильмы нельзя выбрать - жанрь, год, качество, упорядочность. Ждем изменений.",0,0,0,0,0,0
rus_train_track_b_00521,Побил свой же рекорд!!! Ахуеть!!! 214 980 !!!! #ебатьколотить,0,0,0,3,0,0
rus_train_track_b_00522,Так всё заебало нахуй,2,0,0,0,0,0
rus_train_track_b_00523,призналась ему...а он теперь не заходит в Он-лайн((( Я скучаю.*,0,0,0,0,2,0
rus_train_track_b_00524,Я балдею...)) #кхл #кхлтв #хоккей #кубокпервогоканалапохоккею #сочи2014,0,0,0,2,0,0
rus_train_track_b_00525,Мартин с Колошко встречается.Я в шоке.ААХа Они под руку на улице ходит. аахахах,0,0,0,0,0,2
rus_train_track_b_00526,"плохо, меня всю трясет, руки холодные, скоро умру с: а ты как?",0,0,2,0,0,0
rus_train_track_b_00527,Ощущение собственной бесполезности - отвратительно. Избегайте по возможности.,0,1,0,0,0,0
rus_train_track_b_00528,"Всем добра, вкусняшек, хорошего настроения на каринкулах^^",0,0,0,2,0,0
rus_train_track_b_00529,вот теперь я боюсь за тебя,0,0,1,0,0,0
rus_train_track_b_00530,"У культуролога просто дар перескакивать с темы на темы, которые никаким образом не связаны друг с другом",0,0,0,0,0,0
rus_train_track_b_00531,"оооочень устала, уроки тянулись вечность! ещё на гитару(((",0,0,0,0,3,0
rus_train_track_b_00532,"Шлейф впечатлений вчерашнего дня протянется, наверно, до следующих выходных",0,0,0,0,0,0
rus_train_track_b_00533,"Елфимов отжег,красавец!!!",0,0,0,2,0,0
rus_train_track_b_00534,Ура я сегодня снова увижу тебя!,0,0,0,2,0,0
rus_train_track_b_00535,Рядом с каждым объектом поме щают бирку с номером.,0,0,0,0,0,0
rus_train_track_b_00536,Вот это поворот. Не ожидала.,0,0,0,0,0,1
rus_train_track_b_00537,"Делай больше, чем можешь",0,0,0,0,0,0
rus_train_track_b_00538,В нашем колледже туалетная бумага как наждачка. Заебала,2,2,0,0,0,0
rus_train_track_b_00539,"вас вообще ебет, куда я их блять трачу?",2,0,0,0,0,0
rus_train_track_b_00540,Радостный играет с подарком #подарок #собака #такса #любимка,0,0,0,2,0,0
rus_train_track_b_00541,Первая медаль Ирины Старых на этапах Кубка мира! :) Ура!!! #biathlon #биатлон,0,0,0,2,0,0
rus_train_track_b_00542,Некультурно. Неприлично. Фи,0,2,0,0,0,0
rus_train_track_b_00543,"Хороший практикующий юрист – это стратег, который может разработать единую линию защиты клиента и тактик, способный гибко менять это линию",0,0,0,0,0,0
rus_train_track_b_00544,обалдеть!!!!как он переживёт?,0,0,0,0,0,3
rus_train_track_b_00545,сама в шоке если честно,0,0,0,0,0,1
rus_train_track_b_00546,Это просто норма,0,0,0,0,0,0
rus_train_track_b_00547,Да отъебись ты от меня уже!!!!!,3,0,0,0,0,0
rus_train_track_b_00548,Мама  наказала  так   что теперь не   гулять  не  телефона!!!   Короче  полный  пиздец!(,0,0,0,0,3,0
rus_train_track_b_00549,"ихихих.че,правда чтоль?ти ни любишь грибочки?",0,0,0,0,0,2
rus_train_track_b_00550,"блин ты там как шпион, и джа в шоке, это блин это не описать:3",0,0,0,0,0,2
rus_train_track_b_00551,"Если честно, было страшно обновлять ленту твиттера.",0,0,1,0,0,0
rus_train_track_b_00552,"Вау, и что произошло вечером? :з У меня так, норм",0,0,0,0,0,2
rus_train_track_b_00553,Как всегда .. Приперлась ... Накормила мандаринами ..И подняла мне настроение до 80-го уровня !!!)))…,0,0,0,2,0,0
rus_train_track_b_00554,"Хватит пиздеть! Иди разбивай витрины, если ты социально против!",3,0,0,0,0,0
rus_train_track_b_00555,идите все куда подальше.,2,0,0,0,0,0
rus_train_track_b_00556,кого? :о,0,0,0,0,0,1
rus_train_track_b_00557,Грамотно расставь приоритеты.,0,0,0,0,0,0
rus_train_track_b_00558,"Жить нужно легче, жить нужно проще, Все принимая, что есть на свете.",0,0,0,0,0,0
rus_train_track_b_00559,"О неееет,Воскресенье((((А в понедельник 3 русских....",0,0,0,0,2,0
rus_train_track_b_00560,"Когда ты болеешь, по началу так хорошо лежиш, бездельничаешь, а потом так скучно без друзей и даже по школе скучаешь!!!(((",0,0,0,0,2,0
rus_train_track_b_00561,"хуя,  я теперь боюсь вообще ездить на общественных транспортах",0,0,1,0,0,0
rus_train_track_b_00562,"События на площади вызывают, конечно, смешанные чувства. Примерно как смешать дерьмо с мочой.",0,3,0,0,0,0
rus_train_track_b_00563,Опасаюсь последствий этого звонка.,0,0,1,0,0,0
rus_train_track_b_00564,"I have been given a wonderful gift <3 антистрееесс, как давно я об этом мечтала …",0,0,0,2,0,0
rus_train_track_b_00565,"Почему отвратное чувство юмора у одного человека, а страдать из-за него должен другой?",0,2,0,0,0,0
rus_train_track_b_00566,"стало так противно смотреть на тебя, чисто на моих глазах стал дерьмом.",0,2,0,0,0,0
rus_train_track_b_00567,когда то мы должны были хлебнуть этого говна(((,0,0,0,0,3,0
rus_train_track_b_00568,"792272 я хотел сдавать литературу, но очень сильно боялся, что провалюсь, это очень тяжелый предмет.",0,0,2,0,0,0
rus_train_track_b_00569,троцкая дала в нос с кулока((((( больно однако....,0,0,0,0,2,0
rus_train_track_b_00570,видимо вообще ничего я не могу...я старался (((,0,0,0,0,2,0
rus_train_track_b_00571,Шеепса забанили? Да ладно? За что???,0,0,0,0,0,3
rus_train_track_b_00572,"Самое ужасное, что есть в музыке - это ремиксы",0,1,0,0,0,0
rus_train_track_b_00573,-ты дома одна? -да -я ЗАЕБАЛАСЬ С ЭТОЙ БИБЛИОТЕКОЙ!!!,3,0,0,0,0,0
rus_train_track_b_00574,открывать диспетчер задач по alt+ctrl+del и смотреть какой процесс кушает память и,0,0,0,0,0,0
rus_train_track_b_00575,"Не пойму, люди которые сравнивают его с Солженицыным - идиоты? Противно читать эту чушь...",0,2,0,0,0,0
rus_train_track_b_00576,"че-т мне страшно, я буду оператором :D",0,0,1,0,0,0
rus_train_track_b_00577,Математичка меня задолбала!,2,0,0,0,0,0
rus_train_track_b_00578,"Сегодня встретила школьную подругу...Поняла, что нам тупо не о чем разговаривать... #разочарование #пиздец",0,0,0,0,2,0
rus_train_track_b_00579,буду скучать Серёженька((((как же без братишки(((,0,0,0,0,3,0
rus_train_track_b_00580,С отвращением срывал он с себя мокрую одежду.,0,1,0,0,0,0
rus_train_track_b_00581,а я боюсь стоматологов=((((((((((((((((((,0,0,3,0,0,0
rus_train_track_b_00582,"У каждого есть такой человек, к которому просто тянет,  без всякой на то причины.©",0,0,0,0,0,0
rus_train_track_b_00583,"побыстрей бы новый год уже, не терпится уже провести его с вами :з",0,0,0,2,0,0
rus_train_track_b_00584,примерно это я хочу сказать еще с года 2011,0,0,0,0,0,0
rus_train_track_b_00585,"Кому интересны книги по соционике, обращайтесь, те, кто в Курске, большой ассортимент.",0,0,0,0,0,0
rus_train_track_b_00586,"Но они будут постоянно видеться друг с другом — следовательно, и мы тоже.",0,0,0,0,0,0
rus_train_track_b_00587,Перевод совершенствует родной язык переводчика.,0,0,0,0,0,0
rus_train_track_b_00588,этот день против меня(((,0,0,0,0,2,0
rus_train_track_b_00589,Очень жаль=(((И На`Ви задержали..,0,0,0,0,2,0
rus_train_track_b_00590,"Каковы сани, таковы и сами (и наоборот).",0,0,0,0,0,0
rus_train_track_b_00591,Даже не верится ааааааа,0,0,0,0,0,2
rus_train_track_b_00592,"так-то страшно уже становится, хватит ли у них ума все это дерьмо разрулить",0,0,1,0,0,0
rus_train_track_b_00593,"В общем, я говорю, что секс - отвратительная вещь, а он говорит, что это нормально. Идиот мерзкий",1,3,0,0,0,0
rus_train_track_b_00594,а мне никто не пишет(((,0,0,0,0,2,0
rus_train_track_b_00595,"мало того что мое утро началось с кошмара ,так еще и я не ела вообще ничего (((",0,0,0,0,2,0
rus_train_track_b_00596,"Он так написал, аж страшно стало",0,0,2,0,0,0
rus_train_track_b_00597,Поваляюсь пару минут и дальше за дела приступаю,0,0,0,0,0,0
rus_train_track_b_00598,Сегодня разбирала свою комнату... Мама сказала все лишнее выбрасывать... А мне мои вещи жалко ((((( В них же хранится ПАМЯТЬ,0,0,0,0,2,0
rus_train_track_b_00599,пхахха спасибо!!,0,0,0,1,0,0
rus_train_track_b_00600,"в . Ничего себе. И он никогда не знал, что это было? Как он может зна",0,0,0,0,0,2
rus_train_track_b_00601,Не бери чужой темп. У каждого свой ритм.,0,0,0,0,0,0
rus_train_track_b_00602,"Конечно,как только надо на какие-нибудь массовые мероприятия рожа покрывается прыщами.",2,0,0,0,0,0
rus_train_track_b_00603,ух-ты!,0,0,0,0,0,2
rus_train_track_b_00604,Сука я зол,2,0,0,0,0,0
rus_train_track_b_00605,"Я посмотрела oldboy! Это пиздец, я поражен! @<username> Я вышла под впечатлением.",0,0,0,0,0,3
rus_train_track_b_00606,"Исправлена ошибка чтения квитанций. Все кто получил квитанции в декабре теперь могут их прочитать, распечатать и сохранить.",0,0,0,0,0,0
rus_train_track_b_00607,"люди, которые обещали позвонить и не звонят - горите в аду",2,0,0,0,0,0
rus_train_track_b_00608,Просочившаяся из-под двери вонь быстро распространилась по всему зданию.,0,2,0,0,0,0
rus_train_track_b_00609,Я в шоке. Он венки вскрывает. Ну фот как? Как так можно не дорожить своей жизнью?!,0,0,0,0,0,3
rus_train_track_b_00610,#ужасно  #ненавижу,2,0,0,0,0,0
rus_train_track_b_00611,"Ебучая бессоница, какого хера, опять как овощ буду в школе, блять",3,0,0,0,0,0
rus_train_track_b_00612,"есть несколько способов снять жилье в аренду за границей, например, через специализированное агентство или через самостоятельный поиск в интернете",0,0,0,0,0,0
rus_train_track_b_00613,"долго объяснять:((( все плохо,вот",0,0,0,0,3,0
rus_train_track_b_00614,"По русскому еще нужно очень много читать,стараться,да и всем предметам.",0,0,0,0,0,0
rus_train_track_b_00615,"Доброе утро - это когда по СТС идет ""Вуди и его друзья"" ☀️❄️",0,0,0,1,0,0
rus_train_track_b_00616,"Чтобы учиться ума не надо. Он нужен, чтобы научиться.",0,0,0,0,0,0
rus_train_track_b_00617,Забронировал билеты на хоббита #ура #исполнениежеланий #премьера #гики #гикпорно #пацанскаятуса #дтп,0,0,0,2,0,0
rus_train_track_b_00618,"это пздц, товарищи!!! я скоро умру от этой психологии!!! с ума сойду окончательно!!!((((((",3,0,0,0,0,0
rus_train_track_b_00619,"У меня юбилей счастливого числа - 3 подписчика, я так рад но не могу передать все свои эмоции ;) #праздник",0,0,0,2,0,0
rus_train_track_b_00620,"Ира и Андрей приехали в гости со своей малышкой) бозе, какая она лапочка* #дети",0,0,0,2,0,0
rus_train_track_b_00621,Вы охерели что ли? Сами то что ничего не делаете?! Знали бы вы сколько мы с этими презентациями мучались. Бесите!!!,2,0,0,0,0,0
rus_train_track_b_00622,в этой жизни стоит надеяться только на себя..........доверять можно тоже только себе.......(((((((((((((,0,0,0,0,2,0
rus_train_track_b_00623,"Ииихааа!!! Сессия закрыта, долгов нет, на степуху прошёл, впереди экватор и целая неделя дебоша, пьянства и разврата! Вот",0,0,0,2,0,0
rus_train_track_b_00624,"Удалить 119 топиков-спам с сайта, появившихся за 2 дня DONE!!! Примеры были выше #бесит",2,0,0,0,0,0
rus_train_track_b_00625,так страшно прожить один вечер без звонка на до боли знакомый и выученный наизусть его номер (с) #FOLLOW,0,0,2,0,0,0
rus_train_track_b_00626,Аааа это так мило*-*,0,0,0,2,0,0
rus_train_track_b_00627,"Боюсь немых людей. Когда они разговаривают и при этом смотрят на меня, складывается впечатление, что они планируют мое убить",0,0,2,0,0,0
rus_train_track_b_00628,Ахуеть Яна,0,0,0,0,0,1
rus_train_track_b_00629,очень крутая серия! Только я её не досмотрела из за проблем с интернетом... #злость,1,0,0,0,0,0
rus_train_track_b_00630,Да Я боюсь ходить на алгебру,0,0,1,0,0,0
rus_train_track_b_00631,"Здоровый крепкий сон - это когда ставишь будильник на повтор через каждые 5 минут, и каждый раз успеваешь заснуть.",0,0,0,0,0,0
rus_train_track_b_00632,"Кстати, у нас похолодало, но без снега. Боюсь за цветы на даче, могут погибнуть(((",0,0,2,0,0,0
rus_train_track_b_00633,Опишите в 3х буквах ваш стиль управления,0,0,0,0,0,0
rus_train_track_b_00634,"И обалдеть - мне снится, что я дружу с охренительно похожей на себя девушкой с академии! Это не норма",0,0,0,0,0,2
rus_train_track_b_00635,"От души! Заебись логика. А брат мой пиздат и охуенен, потому что женится.  Да идите нахуй!",3,0,0,0,0,0
rus_train_track_b_00636,я боюсь((,0,0,2,0,0,0
rus_train_track_b_00637,мат.анализ ебаный,2,0,0,0,0,0
rus_train_track_b_00638,"Но это не кредит наличными, банк просто переводит денежные средства на счет турфирмы, тем самым обезопасив себя",0,0,0,0,0,0
rus_train_track_b_00639,Сегодня я видела город примерно так. Иметь зрение -6 иногда круто) очень красиво,0,0,0,1,0,0
rus_train_track_b_00640,"Мужчины !!! Прекратите ковырять в носу в своих авто, это отвратительно! Причем статус не влияет на быдловскую привычку)))",0,2,0,0,0,0
rus_train_track_b_00641,"Я не хочу идти спать.... пошто когда я проснусь, будет понедельник, а я так и не отдохнул... :(((",0,0,0,0,2,0
rus_train_track_b_00642,Я теперь панически боюсь иголок.,0,0,3,0,0,0
rus_train_track_b_00643,На седьмом НЕБЕ от СЧАСТЬЯ! Лестницу НЕ подставлять. ВСЕ РАВНО НЕ СЛЕЗУ!!!,0,0,0,3,0,0
rus_train_track_b_00644,"блин,бесят шоу,где конкурсы красоты или талантов между маленькими детьми.да, давайте делать из них подонков и стерв!!!",2,0,0,0,0,0
rus_train_track_b_00645,"Мерзко и противно, когда люди вокруг радуются твоим поражениям.",0,2,0,0,0,0
rus_train_track_b_00646,Так спина болит( ужас(((,0,0,0,0,2,0
rus_train_track_b_00647,да идите вы нахуй игнорщики блять,3,0,0,0,0,0
rus_train_track_b_00648,о боооже!,0,0,0,0,0,3
rus_train_track_b_00649,"Я не понимаю, как можно улыбаться человеку, которого не любишь, ради выгоды. Я не умею так. Это мерзко.",0,2,0,0,0,0
rus_train_track_b_00650,Путин наших задавит. Безнадега. Люди боятся. Слишком зашуганный и задушенный народ мы стали.,0,0,3,0,3,0
rus_train_track_b_00651,Итог дня меня пугает.,0,0,2,0,0,0
rus_train_track_b_00652,От одного фильма эмоций целый воз!)),0,0,0,2,0,0
rus_train_track_b_00653,Ох....это взырвное выступление!!!!!!!!!—|,0,0,0,2,0,0
rus_train_track_b_00654,"Божее, как же плохо, болит все, кроме пальцев на руках и ногах.",0,0,0,0,2,0
rus_train_track_b_00655,К Нахову теперь и подходить страшно,0,0,1,0,0,0
rus_train_track_b_00656,Спасибо за отлично проведённое время моим курочкам @<username>  @<username> и @<username> по чаще бы так,0,0,0,2,0,0
rus_train_track_b_00657,Ненавижу выбирать.,1,0,0,0,0,0
rus_train_track_b_00658,ну Мария Я такого не ожидала,0,0,0,0,0,2
rus_train_track_b_00659,"Не поверите, мои знакомые провели свадьбу в #аквапарке . Это был незабываемый день и для нас #Ростов",0,0,0,2,0,0
rus_train_track_b_00660,Поздравляем Всех с МАСЛЕНИЦЕЙ! Желаем всю неделю Вам объедаться блинчиками :) #масленица #праздник #блины,0,0,0,2,0,0
rus_train_track_b_00661,"С днём рождения, бабуль!!! На ещё один год старше..) 71",0,0,0,2,0,0
rus_train_track_b_00662,"Бесят люди которые считают себя выше всех и думают, что так оно и есть. Эй, хуесосы вяленые, очнитесь, вы говна не стоите.",3,0,0,0,0,0
rus_train_track_b_00663,"""В нашей жизни всегда есть люди, которых мы избегаем, и есть другие, ради встречи с которыми мы изменяем маршрут.""",0,0,0,0,0,0
rus_train_track_b_00664,"Иногда твиттер меня бесит, ПОТОМУ ЧТО Я НЕ МОГУ НАПИСАТЬ ВСЕ ЧТО ХОЧУ ИЗ-ЗА ЭТИХ 140 СИМВОЛОВ!!!!!!!!!",3,0,0,0,0,0
rus_train_track_b_00665,Как не думать?! ((( я не могу... Как представляю что они сейчас вместе.. Что он обнимает ее как и меня (( и становится так плохо (,0,0,0,0,3,0
rus_train_track_b_00666,"Жить нужно ради тех,кому ты нужен постоянно,а не временно.",0,0,0,0,0,0
rus_train_track_b_00667,Где мой здоровый сон до обеда гдееее? Уаааааа(((,0,0,0,0,3,0
rus_train_track_b_00668,"Как известно, в русском языке шесть падежей. По одной из версий, именно это количество послужило основанием для введения",0,0,0,0,0,0
rus_train_track_b_00669,"а я тоже,кстати, послезавтра на Хоббита еду :3 счастье",0,0,0,2,0,0
rus_train_track_b_00670,"Великовозрастные, блядь, школьники.  Вот кого ненавижу - так вот их.",2,0,0,0,0,0
rus_train_track_b_00671,"Смотрю Голос. Наргиз - это супер, дух захватывает!!!!!!",0,0,0,2,0,0
rus_train_track_b_00672,"Бесят мужики, которые идут по дороге и харкаются, смаркаются, а ты значит обходи это все. В глаз себе харкани мудила ебаная",3,2,0,0,0,0
rus_train_track_b_00673,"Готовила для мамы и папы, накормила, радуюсь",0,0,0,1,0,0
rus_train_track_b_00674,Есть хорошие надежды))),0,0,0,1,0,0
rus_train_track_b_00675,А потом и с ним поговорю,0,0,0,0,0,0
rus_train_track_b_00676,"Не всякая правда - красота, но всякая красота - правда.",0,0,0,0,0,0
rus_train_track_b_00677,Музыка готова. Осталось придумать нематерный текст.,0,0,0,0,0,0
rus_train_track_b_00678,только прочитать историю осталось,0,0,0,0,0,0
rus_train_track_b_00679,"Знаете,болеть вообще не прикольно((((Еще это реферат,будь он неладен((",0,0,0,0,1,0
rus_train_track_b_00680,"Следим сегодня за погодой, разгоняем туман. Ведь по приметам, если на Спиридона светит солнце, то дни на Святках будут ясными",0,0,0,0,0,0
rus_train_track_b_00681,"В моей комнате содрали обои и теперь, когда я печатаю, то отзывается громкое эхо #бесит",2,0,0,0,0,0
rus_train_track_b_00682,Мдааа большинство просто забыли или не знали :(((,0,0,0,0,2,0
rus_train_track_b_00683,от неё я такого реально не ожидала!!,0,0,0,0,0,3
rus_train_track_b_00684,"Спасибо, дорогие мои @<username> и av_mohov !!! #книга #подарок",0,0,0,2,0,0
rus_train_track_b_00685,"Если у Вас есть действующая подписка, пожалуйста, войдите в свой личный кабинет.",0,0,0,0,0,0
rus_train_track_b_00686,Меня пиздец как трясет,0,0,3,0,0,0
rus_train_track_b_00687,"Вы не поверите,я сама в шоке,но мама дала мне деньги для сессии",0,0,0,0,0,2
rus_train_track_b_00688,Я отвратительна сама себе.,0,2,0,0,0,0
rus_train_track_b_00689,О БОЖЕЧКИ БОЖЕ МОИ КАК?!??!??!??! ААААААААААААЛОВЖЛДРПЖОЛДАВРПЕЖЛОВКЫУТОЕПКВООПЕЛКЫВПЛЫКА,0,0,0,0,0,3
rus_train_track_b_00690,"мать заебла на счет хаера. ее, видите ли, не устраивает моя челка. либо отпускать, либо срезать по брови, мол, зрение. А ИДИ-КА НАХУЙ, АГА.",3,0,0,0,0,0
rus_train_track_b_00691,"Нет, не грузится КранчБанг :((( Индикатор загрузки доходит до конца и пустой экран",0,0,0,0,1,0
rus_train_track_b_00692,м е н я  и г н о р я т  в с е(((((,0,0,0,0,2,0
rus_train_track_b_00693,ШТО?!,0,0,0,0,0,3
rus_train_track_b_00694,"Блять, ненавижу 30 декабря любого года",2,0,0,0,0,0
rus_train_track_b_00695,"Новый год скора,а новогоднего настроения нет #пиздец",0,0,0,0,2,0
rus_train_track_b_00696,Как же хочется его забыть...ааа...не могу так больше(((,0,0,0,0,2,0
rus_train_track_b_00697,"Ну конечно же. Деньги за ремонт взяли, ноут мне ТИПА починили, но ничего не изменилось. Где-нибудь существуют нормальные конторы?!!!",3,0,0,0,0,0
rus_train_track_b_00698,я уже реально боюсь его,0,0,1,0,0,0
rus_train_track_b_00699,ПОСЛЕЗАВТРА ВЫХОДНОООЙ!!!!!!!!!!,0,0,0,3,0,0
rus_train_track_b_00700,"больше не буду дымить, фу эту дрянь, этот запах",0,3,0,0,0,0
rus_train_track_b_00701,боюсь завтра.,0,0,1,0,0,0
rus_train_track_b_00702,"Assimil, надо слушать и проговаривать, читая при этом книжку (pdf)",0,0,0,0,0,0
rus_train_track_b_00703,"охуеть,сама ты еблан,ты читать умеешь,я тебя вообще ни в чем не обвиняла, не один мой твит не был про тебя конкретно",3,0,0,0,0,0
rus_train_track_b_00704,"Иди на хуй, короче!",2,0,0,0,0,0
rus_train_track_b_00705,- Фу! Я выгляжу как свинья!,0,3,0,0,0,0
rus_train_track_b_00706,"Я всё время боюсь потерять тех, кого у меня толком нет.истина.",0,0,1,0,0,0
rus_train_track_b_00707,"кстати,все равно мы молодцы!! наша группа заняла второе место в олимпиаде) пиздюки первые :С",0,0,0,2,0,0
rus_train_track_b_00708,офигенски...походу из-за вчерашнего внезапного выключения света сгорел мой винт на 2 тб со всей инфой((((,0,0,0,0,3,0
rus_train_track_b_00709,Сестра приедет на НГ +100 к настроению!!!))))))))),0,0,0,3,0,0
rus_train_track_b_00710,Я сегодня елку наряжаю :З,0,0,0,2,0,0
rus_train_track_b_00711,"Да идите вы в жопу, неблагодарные уроды.",2,0,0,0,0,0
rus_train_track_b_00712,"бля, где бы ты не был, везде эти ебаные гимназисты. беситбесит",2,0,0,0,0,0
rus_train_track_b_00713,"Смотрю повтор речи Чернышенко... это конечно ужас, тербл, я так говорил на инглише когда мне было 10 !!!  #Олимпиада #Мутко #английский",0,2,0,0,0,0
rus_train_track_b_00714,Купила себе милашные розовые бантики))) и как афигенный))),0,0,0,2,0,0
rus_train_track_b_00715,"Очень резкие перепады настроение,меня это пугает #странно",0,0,2,0,0,0
rus_train_track_b_00716,"Блин, почему у меня не было такого торта на 21летие((((((",0,0,0,0,2,0
rus_train_track_b_00717,"не считая завтрашней поездки,меня можно поздравить с началом каникул ;) дааа!я будуу спаать и гуляять) #каникулы #новыйгод",0,0,0,2,0,0
rus_train_track_b_00718,Ура!!! на Новый Год отдыхаем 5 дней!!! с 1-го по 5-ое!!! :-),0,0,0,3,0,0
rus_train_track_b_00719,так что это еще норма,0,0,0,0,0,0
rus_train_track_b_00720,ньукку просто мастер фотошопа!!,0,0,0,2,0,0
rus_train_track_b_00721,Дочитаааааала чорну раду!!!!!!даааа),0,0,0,3,0,0
rus_train_track_b_00722,моя парикмахерша меня разочаровала(((,0,0,0,0,1,0
rus_train_track_b_00723,надо фильм какой нибудь посмотреть,0,0,0,0,0,0
rus_train_track_b_00724,"Удивительно, сколько всего может произойти за столь короткий промежуток времени :) 10 минут.",0,0,0,0,0,2
rus_train_track_b_00725,"Все, кто увидит это, пусть сделает #RT я вам посвящаю свой 15к♥ добра вам милые, пусть у вас все будет хорошо♥",0,0,0,2,0,0
rus_train_track_b_00726,"так паршиво, когдв человек опускается на твоих глазах",0,2,0,0,2,0
rus_train_track_b_00727,Следуй за Мной 5 летие,0,0,0,0,0,0
rus_train_track_b_00728,Я в восторге!!Песня - огонь:) #Голос,0,0,0,3,0,0
rus_train_track_b_00729,Так долго ждала этот день и так быстро он пролетел(((((((,0,0,0,0,2,0
rus_train_track_b_00730,"Есть разные степени реализации, или единства с Богом.",0,0,0,0,0,0
rus_train_track_b_00731,"#Голос Публика будто на ЕЁ концерт пришла!!!! Молодец, Наргиз!:))",0,0,0,2,0,0
rus_train_track_b_00732,"Самый сильный страх - стать лишним в жизни того человека, который тебе действительно дорог.",0,0,2,0,0,0
rus_train_track_b_00733,че то я заебался !!!,0,0,0,0,2,0
rus_train_track_b_00734,"Множество информации, отличные уроки, отличные посиделки на ступеньках, отлично проведенное время ^^",0,0,0,2,0,0
rus_train_track_b_00735,"После недавно пережитого, я очень боюсь внезапных ночных телефонных звонков...",0,0,2,0,0,0
rus_train_track_b_00736,"села не в ту электричку и уехала в софрино из хотьково, хотя мне это софрино в хуй не уперлось #ебатьялох",3,0,0,0,0,0
rus_train_track_b_00737,Доброе утро! Я выспалась! Спала целую ночь не просыпаясь! #jubilation #happiness,0,0,0,2,0,0
rus_train_track_b_00738,С наступающим) @<username>,0,0,0,1,0,0
rus_train_track_b_00739,красотаааа) красотаааа),0,0,0,2,0,0
rus_train_track_b_00740,Проспорила. Выпила. Голова болит((((,0,0,0,0,2,0
rus_train_track_b_00741,Постоянно происходят эти теракты.Мне так страшно за своих родных.,0,0,2,0,0,0
rus_train_track_b_00742,какой крутецкий магазин открылся)) прям как в Мск!!!,0,0,0,2,0,0
rus_train_track_b_00743,РУССКИЕ ПИЗДУЮТ В РОССИЮ! ЗЕМЛЯ КАК ПУСТЫНЯ! украине украина! ЧО ВЫ С ПУТЬКАМИ ЗА МОРЕ И ФЛОТ ИПЕТЕ СТРАНУ ЦЕЛУЮ? АЛЛЕ!,3,0,0,0,0,0
rus_train_track_b_00744,"Одноклассницы жрут. Фу, жирухи.",0,2,0,0,0,0
rus_train_track_b_00745,"о боже,как же вы достали со своим нильсом",1,0,0,0,0,0
rus_train_track_b_00746,"Всё, не надо",0,0,0,0,0,0
rus_train_track_b_00747,"Еду на автобусе..светофор..бежит мальчик,тут БАЦ!Врезается в столб!!И идёт дальше...;DЯ просто взорвалась от смеха!Хохотала на весь автобус!",0,0,0,2,0,0
rus_train_track_b_00748,Щас читать пойду,0,0,0,0,0,0
rus_train_track_b_00749,"Мы знаем за собой много такого, о чем люди всегда умалчивают, и угадываем в них то, о чем умалчиваем сами. Люк де Вовенарг",0,0,0,0,0,0
rus_train_track_b_00750,ЗАВТРА 5 УРОКОВ УУУУРАААААААА,0,0,0,3,0,0
rus_train_track_b_00751,"Как же бесит эта ебенячая погода, в зимней куртке жарко, в весенней холодно! #сука #пиздец #бесит",3,0,0,0,0,0
rus_train_track_b_00752,я только что узнала про терракт в волгограде( 2ой за год( ужас. страшно за подругу которая там живет...,0,0,2,0,0,0
rus_train_track_b_00753,Вы уже достали лезть к Хаззовской.Она вам ничего не сделала!!!! Отстанте от нее!!!!,2,0,0,0,0,0
rus_train_track_b_00754,"С нового семестра буду мчится с 8.30 Это даже здорово, раньше возвращаться домой или ждать до начала занятий не час, а 30 минут.",0,0,0,1,0,0
rus_train_track_b_00755,купила парку и ботиночки:3 счастлива до безумия!!!))),0,0,0,3,0,0
rus_train_track_b_00756,"Гори все синем пламенем,гори!!!",3,0,0,0,0,0
rus_train_track_b_00757,"гребанный мозг, не хочет спать, а через 4 часа зачет и потом контрольная!",2,0,0,0,0,0
rus_train_track_b_00758,"Впрочем, в любом пункте забора крови вам это все расскажут более подробно.",0,0,0,0,0,0
rus_train_track_b_00759,"Тут действую иные законы. Если есть какие то добавочные платежи, которые добавляют стоимость к 1 000р за км - это должен быть указано в",0,0,0,0,0,0
rus_train_track_b_00760,"Просто второй раз всегда брак,и надо убить в себе все ,что ты хочешь сделать повторно",0,0,0,0,0,0
